date,DayOfWeek,Month,Quarter,Year,DateKey
2014-06-16,Monday,June,2,2014,20140616
2014-06-15,Sunday,June,2,2014,20140615
2014-06-14,Saturday,June,2,2014,20140614
2014-06-13,Friday,June,2,2014,20140613
2014-06-12,Thursday,June,2,2014,20140612
2014-06-11,Wednesday,June,2,2014,20140611
2014-06-10,Tuesday,June,2,2014,20140610
2014-06-09,Monday,June,2,2014,20140609
2014-06-08,Sunday,June,2,2014,20140608
2014-06-07,Saturday,June,2,2014,20140607
2014-06-06,Friday,June,2,2014,20140606
2014-06-05,Thursday,June,2,2014,20140605
2014-06-04,Wednesday,June,2,2014,20140604
2014-06-03,Tuesday,June,2,2014,20140603
2014-06-02,Monday,June,2,2014,20140602
2014-06-01,Sunday,June,2,2014,20140601
2015-06-30,Tuesday,June,2,2015,20150630
2015-06-29,Monday,June,2,2015,20150629
2015-06-28,Sunday,June,2,2015,20150628
2015-06-27,Saturday,June,2,2015,20150627
2015-06-26,Friday,June,2,2015,20150626
2015-06-25,Thursday,June,2,2015,20150625
2015-06-24,Wednesday,June,2,2015,20150624
2015-06-23,Tuesday,June,2,2015,20150623
2015-06-22,Monday,June,2,2015,20150622
2015-06-21,Sunday,June,2,2015,20150621
2015-06-20,Saturday,June,2,2015,20150620
2015-06-19,Friday,June,2,2015,20150619
2015-06-18,Thursday,June,2,2015,20150618
2015-06-17,Wednesday,June,2,2015,20150617
2015-06-16,Tuesday,June,2,2015,20150616
2015-06-15,Monday,June,2,2015,20150615
2015-06-14,Sunday,June,2,2015,20150614
2015-06-13,Saturday,June,2,2015,20150613
2015-06-12,Friday,June,2,2015,20150612
2015-06-11,Thursday,June,2,2015,20150611
2015-06-10,Wednesday,June,2,2015,20150610
2015-06-09,Tuesday,June,2,2015,20150609
2015-06-08,Monday,June,2,2015,20150608
2015-06-07,Sunday,June,2,2015,20150607
2015-06-06,Saturday,June,2,2015,20150606
2015-06-05,Friday,June,2,2015,20150605
2015-06-04,Thursday,June,2,2015,20150604
2015-06-03,Wednesday,June,2,2015,20150603
2015-06-02,Tuesday,June,2,2015,20150602
2015-06-01,Monday,June,2,2015,20150601
2016-06-30,Thursday,June,2,2016,20160630
2016-06-29,Wednesday,June,2,2016,20160629
2016-06-28,Tuesday,June,2,2016,20160628
2016-06-27,Monday,June,2,2016,20160627
2016-06-26,Sunday,June,2,2016,20160626
2016-06-25,Saturday,June,2,2016,20160625
2016-06-24,Friday,June,2,2016,20160624
2016-06-23,Thursday,June,2,2016,20160623
2016-06-22,Wednesday,June,2,2016,20160622
2016-06-21,Tuesday,June,2,2016,20160621
2016-06-20,Monday,June,2,2016,20160620
2016-06-19,Sunday,June,2,2016,20160619
2016-06-18,Saturday,June,2,2016,20160618
2016-06-17,Friday,June,2,2016,20160617
2016-06-16,Thursday,June,2,2016,20160616
2016-06-15,Wednesday,June,2,2016,20160615
2016-06-14,Tuesday,June,2,2016,20160614
2016-06-13,Monday,June,2,2016,20160613
2016-06-12,Sunday,June,2,2016,20160612
2016-06-11,Saturday,June,2,2016,20160611
2016-06-10,Friday,June,2,2016,20160610
2016-06-09,Thursday,June,2,2016,20160609
2016-06-08,Wednesday,June,2,2016,20160608
2016-06-07,Tuesday,June,2,2016,20160607
2016-06-06,Monday,June,2,2016,20160606
2016-06-05,Sunday,June,2,2016,20160605
2016-06-04,Saturday,June,2,2016,20160604
2016-06-03,Friday,June,2,2016,20160603
2016-06-02,Thursday,June,2,2016,20160602
2016-06-01,Wednesday,June,2,2016,20160601
2009-06-30,Tuesday,June,2,2009,20090630
2009-06-29,Monday,June,2,2009,20090629
2009-06-28,Sunday,June,2,2009,20090628
2009-06-27,Saturday,June,2,2009,20090627
2009-06-26,Friday,June,2,2009,20090626
2009-06-25,Thursday,June,2,2009,20090625
2009-06-24,Wednesday,June,2,2009,20090624
2009-06-23,Tuesday,June,2,2009,20090623
2009-06-22,Monday,June,2,2009,20090622
2009-06-21,Sunday,June,2,2009,20090621
2009-06-20,Saturday,June,2,2009,20090620
2009-06-19,Friday,June,2,2009,20090619
2009-06-18,Thursday,June,2,2009,20090618
2009-06-17,Wednesday,June,2,2009,20090617
2009-06-16,Tuesday,June,2,2009,20090616
2009-06-15,Monday,June,2,2009,20090615
2009-06-14,Sunday,June,2,2009,20090614
2009-06-13,Saturday,June,2,2009,20090613
2009-06-12,Friday,June,2,2009,20090612
2009-06-11,Thursday,June,2,2009,20090611
2009-06-10,Wednesday,June,2,2009,20090610
2009-06-09,Tuesday,June,2,2009,20090609
2009-06-08,Monday,June,2,2009,20090608
2009-06-07,Sunday,June,2,2009,20090607
2009-06-06,Saturday,June,2,2009,20090606
2009-06-05,Friday,June,2,2009,20090605
2009-06-04,Thursday,June,2,2009,20090604
2009-06-03,Wednesday,June,2,2009,20090603
2009-06-02,Tuesday,June,2,2009,20090602
2009-06-01,Monday,June,2,2009,20090601
2010-07-31,Saturday,July,3,2010,20100731
2010-07-30,Friday,July,3,2010,20100730
2010-07-29,Thursday,July,3,2010,20100729
2010-07-28,Wednesday,July,3,2010,20100728
2010-07-27,Tuesday,July,3,2010,20100727
2010-07-26,Monday,July,3,2010,20100726
2010-07-25,Sunday,July,3,2010,20100725
2010-07-24,Saturday,July,3,2010,20100724
2010-07-23,Friday,July,3,2010,20100723
2010-07-22,Thursday,July,3,2010,20100722
2010-07-21,Wednesday,July,3,2010,20100721
2010-07-20,Tuesday,July,3,2010,20100720
2010-07-19,Monday,July,3,2010,20100719
2010-07-18,Sunday,July,3,2010,20100718
2010-07-17,Saturday,July,3,2010,20100717
2010-07-16,Friday,July,3,2010,20100716
2010-07-15,Thursday,July,3,2010,20100715
2010-07-14,Wednesday,July,3,2010,20100714
2010-07-13,Tuesday,July,3,2010,20100713
2010-07-12,Monday,July,3,2010,20100712
2010-07-11,Sunday,July,3,2010,20100711
2010-07-10,Saturday,July,3,2010,20100710
2010-07-09,Friday,July,3,2010,20100709
2010-07-08,Thursday,July,3,2010,20100708
2010-07-07,Wednesday,July,3,2010,20100707
2010-07-06,Tuesday,July,3,2010,20100706
2010-07-05,Monday,July,3,2010,20100705
2010-07-04,Sunday,July,3,2010,20100704
2010-07-03,Saturday,July,3,2010,20100703
2010-07-02,Friday,July,3,2010,20100702
2010-07-01,Thursday,July,3,2010,20100701
2011-07-31,Sunday,July,3,2011,20110731
2011-07-30,Saturday,July,3,2011,20110730
2011-07-29,Friday,July,3,2011,20110729
2011-07-28,Thursday,July,3,2011,20110728
2011-07-27,Wednesday,July,3,2011,20110727
2011-07-26,Tuesday,July,3,2011,20110726
2011-07-25,Monday,July,3,2011,20110725
2011-07-24,Sunday,July,3,2011,20110724
2011-07-23,Saturday,July,3,2011,20110723
2011-07-22,Friday,July,3,2011,20110722
2011-07-21,Thursday,July,3,2011,20110721
2011-07-20,Wednesday,July,3,2011,20110720
2011-07-19,Tuesday,July,3,2011,20110719
2011-07-18,Monday,July,3,2011,20110718
2011-07-17,Sunday,July,3,2011,20110717
2011-07-16,Saturday,July,3,2011,20110716
2011-07-15,Friday,July,3,2011,20110715
2011-07-14,Thursday,July,3,2011,20110714
2011-07-13,Wednesday,July,3,2011,20110713
2011-07-12,Tuesday,July,3,2011,20110712
2011-07-11,Monday,July,3,2011,20110711
2011-07-10,Sunday,July,3,2011,20110710
2011-07-09,Saturday,July,3,2011,20110709
2011-07-08,Friday,July,3,2011,20110708
2011-07-07,Thursday,July,3,2011,20110707
2011-07-06,Wednesday,July,3,2011,20110706
2011-07-05,Tuesday,July,3,2011,20110705
2011-07-04,Monday,July,3,2011,20110704
2011-07-03,Sunday,July,3,2011,20110703
2011-07-02,Saturday,July,3,2011,20110702
2011-07-01,Friday,July,3,2011,20110701
2012-07-31,Tuesday,July,3,2012,20120731
2012-07-30,Monday,July,3,2012,20120730
2012-07-29,Sunday,July,3,2012,20120729
2012-07-28,Saturday,July,3,2012,20120728
2012-07-27,Friday,July,3,2012,20120727
2012-07-26,Thursday,July,3,2012,20120726
2012-07-25,Wednesday,July,3,2012,20120725
2012-07-24,Tuesday,July,3,2012,20120724
2012-07-23,Monday,July,3,2012,20120723
2012-07-22,Sunday,July,3,2012,20120722
2012-07-21,Saturday,July,3,2012,20120721
2012-07-20,Friday,July,3,2012,20120720
2012-07-19,Thursday,July,3,2012,20120719
2012-07-18,Wednesday,July,3,2012,20120718
2012-07-17,Tuesday,July,3,2012,20120717
2012-07-16,Monday,July,3,2012,20120716
2012-07-15,Sunday,July,3,2012,20120715
2012-07-14,Saturday,July,3,2012,20120714
2012-07-13,Friday,July,3,2012,20120713
2012-07-12,Thursday,July,3,2012,20120712
2012-07-11,Wednesday,July,3,2012,20120711
2012-07-10,Tuesday,July,3,2012,20120710
2012-07-09,Monday,July,3,2012,20120709
2012-07-08,Sunday,July,3,2012,20120708
2012-07-07,Saturday,July,3,2012,20120707
2012-07-06,Friday,July,3,2012,20120706
2012-07-05,Thursday,July,3,2012,20120705
2012-07-04,Wednesday,July,3,2012,20120704
2012-07-03,Tuesday,July,3,2012,20120703
2012-07-02,Monday,July,3,2012,20120702
2012-07-01,Sunday,July,3,2012,20120701
2013-07-31,Wednesday,July,3,2013,20130731
2013-07-30,Tuesday,July,3,2013,20130730
2013-07-29,Monday,July,3,2013,20130729
2013-07-28,Sunday,July,3,2013,20130728
2013-07-27,Saturday,July,3,2013,20130727
2013-07-26,Friday,July,3,2013,20130726
2013-07-25,Thursday,July,3,2013,20130725
2013-07-24,Wednesday,July,3,2013,20130724
2013-07-23,Tuesday,July,3,2013,20130723
2013-07-22,Monday,July,3,2013,20130722
2013-07-21,Sunday,July,3,2013,20130721
2013-07-20,Saturday,July,3,2013,20130720
2013-07-19,Friday,July,3,2013,20130719
2013-07-18,Thursday,July,3,2013,20130718
2013-07-17,Wednesday,July,3,2013,20130717
2013-07-16,Tuesday,July,3,2013,20130716
2013-07-15,Monday,July,3,2013,20130715
2013-07-14,Sunday,July,3,2013,20130714
2013-07-13,Saturday,July,3,2013,20130713
2013-07-12,Friday,July,3,2013,20130712
2013-07-11,Thursday,July,3,2013,20130711
2013-07-10,Wednesday,July,3,2013,20130710
2013-07-09,Tuesday,July,3,2013,20130709
2013-07-08,Monday,July,3,2013,20130708
2013-07-07,Sunday,July,3,2013,20130707
2013-07-06,Saturday,July,3,2013,20130706
2013-07-05,Friday,July,3,2013,20130705
2013-07-04,Thursday,July,3,2013,20130704
2013-07-03,Wednesday,July,3,2013,20130703
2013-07-02,Tuesday,July,3,2013,20130702
2013-07-01,Monday,July,3,2013,20130701
2014-07-31,Thursday,July,3,2014,20140731
2014-07-30,Wednesday,July,3,2014,20140730
2014-07-29,Tuesday,July,3,2014,20140729
2014-07-28,Monday,July,3,2014,20140728
2014-07-27,Sunday,July,3,2014,20140727
2014-07-26,Saturday,July,3,2014,20140726
2014-07-25,Friday,July,3,2014,20140725
2014-07-24,Thursday,July,3,2014,20140724
2014-07-23,Wednesday,July,3,2014,20140723
2014-07-22,Tuesday,July,3,2014,20140722
2014-07-21,Monday,July,3,2014,20140721
2014-07-20,Sunday,July,3,2014,20140720
2014-07-19,Saturday,July,3,2014,20140719
2014-07-18,Friday,July,3,2014,20140718
2014-07-17,Thursday,July,3,2014,20140717
2014-07-16,Wednesday,July,3,2014,20140716
2014-07-15,Tuesday,July,3,2014,20140715
2014-07-14,Monday,July,3,2014,20140714
2014-07-13,Sunday,July,3,2014,20140713
2014-07-12,Saturday,July,3,2014,20140712
2014-07-11,Friday,July,3,2014,20140711
2014-07-10,Thursday,July,3,2014,20140710
2014-07-09,Wednesday,July,3,2014,20140709
2014-07-08,Tuesday,July,3,2014,20140708
2014-07-07,Monday,July,3,2014,20140707
2014-07-06,Sunday,July,3,2014,20140706
2014-07-05,Saturday,July,3,2014,20140705
2014-07-04,Friday,July,3,2014,20140704
2014-07-03,Thursday,July,3,2014,20140703
2014-07-02,Wednesday,July,3,2014,20140702
2014-07-01,Tuesday,July,3,2014,20140701
2015-07-31,Friday,July,3,2015,20150731
2015-07-30,Thursday,July,3,2015,20150730
2015-07-29,Wednesday,July,3,2015,20150729
2015-07-28,Tuesday,July,3,2015,20150728
2015-07-27,Monday,July,3,2015,20150727
2015-07-26,Sunday,July,3,2015,20150726
2015-07-25,Saturday,July,3,2015,20150725
2015-07-24,Friday,July,3,2015,20150724
2015-07-23,Thursday,July,3,2015,20150723
2015-07-22,Wednesday,July,3,2015,20150722
2015-07-21,Tuesday,July,3,2015,20150721
2015-07-20,Monday,July,3,2015,20150720
2015-07-19,Sunday,July,3,2015,20150719
2015-07-18,Saturday,July,3,2015,20150718
2015-07-17,Friday,July,3,2015,20150717
2015-07-16,Thursday,July,3,2015,20150716
2015-07-15,Wednesday,July,3,2015,20150715
2015-07-14,Tuesday,July,3,2015,20150714
2015-07-13,Monday,July,3,2015,20150713
2015-07-12,Sunday,July,3,2015,20150712
2015-07-11,Saturday,July,3,2015,20150711
2015-07-10,Friday,July,3,2015,20150710
2015-07-09,Thursday,July,3,2015,20150709
2015-07-08,Wednesday,July,3,2015,20150708
2015-07-07,Tuesday,July,3,2015,20150707
2015-07-06,Monday,July,3,2015,20150706
2015-07-05,Sunday,July,3,2015,20150705
2015-07-04,Saturday,July,3,2015,20150704
2015-07-03,Friday,July,3,2015,20150703
2015-07-02,Thursday,July,3,2015,20150702
2015-07-01,Wednesday,July,3,2015,20150701
2016-07-31,Sunday,July,3,2016,20160731
2016-07-30,Saturday,July,3,2016,20160730
2016-07-29,Friday,July,3,2016,20160729
2016-07-28,Thursday,July,3,2016,20160728
2016-07-27,Wednesday,July,3,2016,20160727
2016-07-26,Tuesday,July,3,2016,20160726
2016-07-25,Monday,July,3,2016,20160725
2016-07-24,Sunday,July,3,2016,20160724
2016-07-23,Saturday,July,3,2016,20160723
2016-07-22,Friday,July,3,2016,20160722
2016-07-21,Thursday,July,3,2016,20160721
2016-07-20,Wednesday,July,3,2016,20160720
2016-07-19,Tuesday,July,3,2016,20160719
2016-07-18,Monday,July,3,2016,20160718
2016-07-17,Sunday,July,3,2016,20160717
2016-07-16,Saturday,July,3,2016,20160716
2016-07-15,Friday,July,3,2016,20160715
2016-07-14,Thursday,July,3,2016,20160714
2016-07-13,Wednesday,July,3,2016,20160713
2016-07-12,Tuesday,July,3,2016,20160712
2016-07-11,Monday,July,3,2016,20160711
2016-07-10,Sunday,July,3,2016,20160710
2016-07-09,Saturday,July,3,2016,20160709
2016-07-08,Friday,July,3,2016,20160708
2016-07-07,Thursday,July,3,2016,20160707
2016-07-06,Wednesday,July,3,2016,20160706
2016-07-05,Tuesday,July,3,2016,20160705
2016-07-04,Monday,July,3,2016,20160704
2016-07-03,Sunday,July,3,2016,20160703
2016-07-02,Saturday,July,3,2016,20160702
2016-07-01,Friday,July,3,2016,20160701
2009-07-31,Friday,July,3,2009,20090731
2009-07-30,Thursday,July,3,2009,20090730
2009-07-29,Wednesday,July,3,2009,20090729
2009-07-28,Tuesday,July,3,2009,20090728
2009-07-27,Monday,July,3,2009,20090727
2009-07-26,Sunday,July,3,2009,20090726
2009-07-25,Saturday,July,3,2009,20090725
2009-07-24,Friday,July,3,2009,20090724
2009-07-23,Thursday,July,3,2009,20090723
2009-07-22,Wednesday,July,3,2009,20090722
2009-07-21,Tuesday,July,3,2009,20090721
2009-07-20,Monday,July,3,2009,20090720
2009-07-19,Sunday,July,3,2009,20090719
2009-07-18,Saturday,July,3,2009,20090718
2009-07-17,Friday,July,3,2009,20090717
2009-07-16,Thursday,July,3,2009,20090716
2009-07-15,Wednesday,July,3,2009,20090715
2009-07-14,Tuesday,July,3,2009,20090714
2009-07-13,Monday,July,3,2009,20090713
2009-07-12,Sunday,July,3,2009,20090712
2009-07-11,Saturday,July,3,2009,20090711
2009-07-10,Friday,July,3,2009,20090710
2009-07-09,Thursday,July,3,2009,20090709
2009-07-08,Wednesday,July,3,2009,20090708
2009-07-07,Tuesday,July,3,2009,20090707
2009-07-06,Monday,July,3,2009,20090706
2009-07-05,Sunday,July,3,2009,20090705
2009-07-04,Saturday,July,3,2009,20090704
2009-07-03,Friday,July,3,2009,20090703
2009-07-02,Thursday,July,3,2009,20090702
2009-07-01,Wednesday,July,3,2009,20090701
2010-08-31,Tuesday,August,3,2010,20100831
2010-08-30,Monday,August,3,2010,20100830
2010-08-29,Sunday,August,3,2010,20100829
2010-08-28,Saturday,August,3,2010,20100828
2010-08-27,Friday,August,3,2010,20100827
2010-08-26,Thursday,August,3,2010,20100826
2010-08-25,Wednesday,August,3,2010,20100825
2010-08-24,Tuesday,August,3,2010,20100824
2010-08-23,Monday,August,3,2010,20100823
2010-08-22,Sunday,August,3,2010,20100822
2010-08-21,Saturday,August,3,2010,20100821
2010-08-20,Friday,August,3,2010,20100820
2010-08-19,Thursday,August,3,2010,20100819
2010-08-18,Wednesday,August,3,2010,20100818
